Author,Comment,Likes,PublishedAt
@stephenemrich2949,After this event the girl tried to commit suicide we shouldn’t be repeating this video it just makes fun of the foolish,0,2024-09-26T14:54:23Z
@tabrisdhrcii7696,how the fuck did she came out that,0,2024-09-25T22:49:51Z
@documentariesbycategory1483,"You know she’s a Trumper. Just needed to toss in a bunch of “the very best”, “terrible, just terrible”, and “I have the biggest crowds and if I don’t win Miss Teen, it was stolen!”",0,2024-09-25T21:22:44Z
@DanHunterSportsWriter,"Who cares? She&#39;s gorgeous! And judging by her answer, she&#39;s clearly marriage material!!",2,2024-09-25T11:48:16Z
@bob-e5z,Trump&#39;s speech writer.,0,2024-09-25T05:43:02Z
@dukwdriver2909,Makes me even more grateful for my English education.,0,2024-09-24T18:21:16Z
@ElliottRidgway,More coherent than Kamala Harris,1,2024-09-24T17:58:22Z
@AnatomyMan,I come back to this every once in awhile just so I can be relieved to know that everyone can mess up on any given day.,0,2024-09-24T17:01:42Z
@ebrakus,"OMG, there is no country called &quot;such as&quot;.   Ever since the breakup of the Soviet Union, it has been called Suchasistan.",0,2024-09-24T12:56:22Z
@nicholaswren5749,Kamala Harris in 2007.,1,2024-09-24T02:18:09Z
@TobyK123,She’s better than Kamala,1,2024-09-24T00:26:22Z
@stephenmurray5409,Bless her little heart 😂,0,2024-09-23T16:20:25Z
@elderjose9662,I remember this being reference in jonas brothers serie as a kid my God I&#39;m old lol!,0,2024-09-23T13:42:01Z
@MariaLima-vi8vg,The look on Mario Lopez&#39;s face is like killing me😅😅😅,0,2024-09-23T08:24:29Z
@idesofmarchUNIAEA,"Again, I&#39;m from the future<br>Wait until you see what&#39;s running for office in 2024 <br>You would beg for Miss South Carolina😂😂😂😂😂",0,2024-09-23T02:40:20Z
@danielmanly4793,"A man of conviction would have pulled the microphone, unfortunately, a man with a mortgage was holding it.",0,2024-09-22T05:28:45Z
@Swampgurl777,Now I see who Kamala looks up to 😂😂😂😂,2,2024-09-21T19:44:35Z
@therealfronzilla,she froze.,0,2024-09-21T19:36:36Z
@dertman,Kamala&#39;s speech writer. 😂,2,2024-09-21T15:16:26Z
@tempestniamhwoulfe6647,Kamala Harris entered the chat.,2,2024-09-21T05:28:38Z
@vanessab2392,"All she had to say was something like, &quot;I think that is because it is not a part of their curriculum in school and they don&#39;t take the time to learn on their own either&quot;. I am in the comfort of my own home. In her defense, she is nervous in front of so many people",0,2024-09-21T04:52:21Z
@Sirphil-dj9dh,Does anyone know what became of this young lady? I use this term loosely....,0,2024-09-21T03:58:29Z
@patmyles4776,She also likes Venn Diagrams,1,2024-09-20T23:15:02Z
@kellygovernale9649,@kamalaharris,1,2024-09-20T15:38:33Z
@maidenaholic,So what did south africa and iraq have to do with the question?,0,2024-09-20T14:58:26Z
@workforaliving2,How Mario didn&#39;t fall down laughing i don&#39;t know. I still cry laughing 17 years later,0,2024-09-20T04:24:28Z
@haroldlee6923,Bless her heart but I hope this embarrassing moment does not play out a million times in her mind since then and leads to worse..,1,2024-09-19T15:24:06Z
@mwellh113,I think the percentage of US adults who can’t find America on a map has only gotten higher.,0,2024-09-19T10:33:44Z
@johnre5342,She forgot to mention the children of the community,0,2024-09-19T10:18:25Z
@johnre5342,She should work for abc or cnn. If she interviewed kamala harris it would be a classic,0,2024-09-19T10:16:29Z
@djurlivet,I’d suck at answering a question on the spot in front of an audience. Props to getting understandable words out there. I’d just shake and cry.,0,2024-09-19T04:07:24Z
@fredtrybus3266,Ohhhh...this is Kamala&#39;s public speaking coach!,1,2024-09-18T17:25:53Z
@williamtell5365,Sounds like Trump&#39;s kid.,0,2024-09-18T09:38:33Z
@climbjt,You can’t hear her with her face in a pillow,0,2024-09-17T17:01:58Z
@climbjt,Kamala’s protege,0,2024-09-17T17:01:01Z
@lekmirn.hintern8132,"Wait a minute... Did she get a tan, and is now running for president?",2,2024-09-17T04:56:48Z
@donnaleone3818,Word salad.,0,2024-09-17T04:39:02Z
@davidhensley76,She forgot to mention the universal language of music.,0,2024-09-17T00:11:36Z
@knutknutsen5610,Why do I get this feeling that even education wouldn’t have helped….?,0,2024-09-16T19:42:20Z
@kaigung7846,An honest answer to the question would have been easy. The challenge is giving an answer which doesn&#39;t stir the pot or result in death threats. Probably too big of an ask for a teenager.,1,2024-09-16T16:59:56Z
@JonathanNYCity,Helps explain why 80% of South Caorlinians will vote for Turmp.,0,2024-09-16T02:12:53Z
@JonathanNYCity,It&#39;s amazing how much Trump sounds like her!,0,2024-09-16T02:11:29Z
@thatsawrap5235,Asking a MAGA person a question is bound to kill many brain cells.,0,2024-09-15T23:15:49Z
@Metroidprimevzz,Mario López lost 3.5 brain cells by standing next to her that day.,0,2024-09-15T15:58:31Z
@awdkjfd6618,Rather be good looking and dumb than ugly and smart. Being good looking makes life easier,2,2024-09-15T12:56:51Z
@admiralbill1,She was obviously very nervous as well as very young 18 years ago. Do you not think it’s time this video disappeared completely and the lady was thus able to put this youthful mistake behind her.,2,2024-09-15T12:44:54Z
@joshuagoldstein8116,She forgot to mention Roe v.  Wade and &quot;Palestine.&quot;,0,2024-09-15T04:57:21Z
@bradleymiller7960,The public education system strikes again.,0,2024-09-15T00:46:59Z
@Crow184-83,Ok.,0,2024-09-14T20:06:50Z
@Aridzonia1,"I cant find my sock, can asian countries help?",0,2024-09-14T16:42:55Z
@dougiesherwin9591,Her illegitimate father is Donald Trump.,1,2024-09-14T13:42:00Z
@sangam5173,Finally USA has produced a better candidate than caite Upton... Kamala Harris 😂😂😂😂,0,2024-09-14T11:23:25Z
@dcarts5616,"Oh!! I now see where Kamala gets her style from. Our future POTUS sounds like a freshman in high school who didn’t study before a test, like this teen USA contestant, or a step below the current vegetable in chief, the amazing former VP, Joe Biden. We’re. So. Screwed.",2,2024-09-14T04:46:52Z
@greglongphee2034,Another product of South Carolina&#39;s Annual Cousin-F#$king Festival.,0,2024-09-13T23:54:51Z
@shadymorsi4347,tbh she does represent her state very well,0,2024-09-13T23:52:38Z
@AuditoryStorytelling,She is the living embodiment of why 1/5 of Americans can&#39;t locate the US on a world map. The answer is literally her.,0,2024-09-13T23:04:19Z
@jimbeckwith5949,She started to say Osama...,0,2024-09-13T18:39:53Z
@IAnonymous3,Still hit it .,0,2024-09-13T15:14:29Z
@vabriga1,"Is that Miss Teen 2007 - South Carolina answering the question?<br>😂😂😂😂😂😂<br><a href=""https://www.youtube.com/watch?v=lj3iNxZ8Dww"">https://youtu.be/lj3iNxZ8Dww?si=T6d1a7NZB5HxmXyX</a>",0,2024-09-13T09:52:59Z
@dianahussain5066,We should help The Eye-Rack. 😅😅😅,0,2024-09-12T16:33:07Z
@TheGito413,"EXACTLY why we All look Down Upon Blonde&#39;s. She&#39;s the REASON that Stereotype exists. She spoke &quot;Dumbass Blonde BIMBO&quot; Fluently, Mario&#39;s Face say&#39;s it All, PRICELESS 🤦🏼‍♂️😂",0,2024-09-12T10:37:57Z
@Rozom,Can we all agree  that this answer made more sense then Hatians eating the dogs and cats and pets of neighbors?,0,2024-09-12T03:46:19Z
@evanthepanther,"&quot;for we president trump, can you explain your education policy?&quot;",0,2024-09-12T00:22:54Z
@JohnSm926,I m dying and it’s 2024🤣🤣🤣,0,2024-09-12T00:16:14Z
@chillingsworth4384,Pretty sure Asian students are doing just fine. Last thing they need is her help 😂,0,2024-09-11T20:51:48Z
@chillingsworth4384,"Can’t wait for the future, when this is looked back on as a smart woman brilliantly answering a question 🙋‍♀️",0,2024-09-11T20:50:00Z
@FuzzyWuzzy75,This woman would make a great DEI candidate for higher office in the Democrat party! <br><br>And if not there is a stripper pole with her name on it somewhere.,1,2024-09-11T18:37:04Z
@anonymous-yq9jo,"Should get together with this girl 🤦🏻‍♀️<br><a href=""https://www.youtube.com/watch?v=lj3iNxZ8Dww"">https://youtu.be/lj3iNxZ8Dww?si=WMilx30lfaJP9Q2t</a>",0,2024-09-11T17:51:12Z
@josefboys,"She attended the Donald-Trump-University-of-Coherent-Speech, graduated magma cum laude...😂",1,2024-09-11T15:51:38Z
@topcca,Compared to Drumpf she sounds like Shakespeare.,0,2024-09-11T12:05:14Z
@trafyknits9222,She makes more sense that Kamala Harris,3,2024-09-10T22:50:17Z
@hitthegoat,"It’s fucking hilarious how bad this answer is but at the same time, it is absurd to be asking these deep policy or philosophical questions for a beauty pageant, especially if it’s for teenagers. They don’t even ask questions this tough at fucking political debates",2,2024-09-10T03:59:19Z
@kaizillaboy,This is the female Donald Trump. Did you hear his answer to child care?,0,2024-09-09T13:56:03Z
@summalogy,Bless her heart,0,2024-09-09T07:57:38Z
@joeharris3878,She scared . Stage fright .,0,2024-09-08T03:00:48Z
@newzealandconspiracyloons,She is still smarter than a conspiracy theorist! 🤣😂🤣,0,2024-09-08T02:40:53Z
@joemajarucon9090,I’m a US American- why’d she drag me into this,0,2024-09-08T01:29:06Z
@CHlNAZI,Caitlin Upton🤦‍♀️,0,2024-09-07T12:39:59Z
@robotboy370,Is she the one writing Trumps speaches?,2,2024-09-07T11:46:11Z
@ImGoingSupersonic,Kamala is that you,1,2024-09-07T04:01:47Z
@4a8p9x,"And, yes, she is a Trump supporter",3,2024-09-07T02:38:25Z
@Political.Commentary,zero brains....but im sure she is a sesational..f***kkk,0,2024-09-07T02:16:57Z
@jonathanaguilar9047,Democrats are holding kamela harris to a lower standard🦧🦧🦧; south carolina contestant is being challanged.😘😘😘,1,2024-09-06T22:34:24Z
@JT-ht6fk,This never gets old,0,2024-09-06T16:32:10Z
@mouglaskert3220,"The irony here is she is as ignorant as a maga freak , became a maga freak, and now the maga freaks use her to make fun of others. She will live her whole life, never realizing that picking up a book could save her.",1,2024-09-06T14:25:24Z
@videog5950,Early chatgpt answer,0,2024-09-06T14:00:11Z
@Helloverlord,&quot;God bless her&quot;...,0,2024-09-06T06:46:52Z
@c.s.mcleod7383,Did she go to Trump University?,4,2024-09-06T06:42:32Z
@davec3901,I&#39;m going to stick up for Miss South Carolina. How do you even answer that question reasonably? I mean what would you say?,0,2024-09-06T03:18:38Z
@toorayay,This is Donald Trump answering a question about childcare at the Economic Club of New York.,6,2024-09-06T01:40:39Z
@TheVRResistance,"Good thing she was &quot;kinda&quot; cute because, DAYUM!",0,2024-09-06T01:12:22Z
@mikey90504,Many times I think of this girl when Trump answers a question.,4,2024-09-05T23:08:43Z
@JM-sp9wr,And now she&#39;s a Trump supporter...makes sense!,5,2024-09-05T22:05:30Z
@wallyholloway1037,Correct answer?,0,2024-09-05T12:38:24Z
@NotKamalasBeach,You did what? For how many cookies?,0,2024-09-05T07:23:27Z
@tee1694,GPS people google maps replaces the need to know geography and soon a robot will replace people.,0,2024-09-05T04:52:54Z
@rawrbeez6625,Who else is only here because the media and this goof cried about a JD Vance joke so hard that you had to see it for yourselves?,2,2024-09-04T21:50:16Z
@popeyedj52,Jd Vance brought me here,2,2024-09-04T19:27:52Z
@kaliboo60,Poor kid...she was nervous. How many out there have been when answering a question? It&#39;s not always perfect when live as well.,1,2024-09-04T19:00:34Z
@hectorzapata1019,"A Trumpist, probably.",3,2024-09-04T18:04:03Z
@dustin1997rocks,"I swear to God, I thought at some point in her struggle she was going to bring up Chinatown",0,2024-09-04T15:19:35Z
@cryptoqueen5962,Prime example why home schooling doesn&#39;t work! 😂😂😂😂 If dumb was a person! 😂😂😂😂,0,2024-09-04T15:12:53Z
@ChizaChirwa-mm3rj,Where is this woman now?,1,2024-09-04T13:19:50Z
@Jeff-ie2gj,"Congratulations Southerner.  You give a perfect example of why everyone else in the US looks down on the south and considers everyone uneducated, ignorant, and stupid.",0,2024-09-04T06:12:03Z
@DennisButler-g3p,43207 Larry Pike,0,2024-09-04T04:22:22Z
@poetasintierra,"Please forgive me, but She looked so lovely that I really could not care a bit more about that answer",1,2024-09-04T01:26:45Z
@angelthman1659,It&#39;s probably a brilliant answer but we&#39;re all too dumb to understand.,2,2024-09-04T01:04:04Z
@EricP-p8d,Is this Kamala Harris?,2,2024-09-03T17:37:56Z
@johnedwards2119,"Well, she&#39;s right ... now ... People don&#39;t have maps.",0,2024-09-03T14:01:48Z
@vic7939,It&#39;s like my car&#39;s GPS. Without maps and updates the thing goes bezerk. And such as.,0,2024-09-03T12:09:13Z
@Joesmith77714,Beautiful!!!😊,0,2024-09-03T05:21:58Z
@willostrand6555,It wasn’t even that bad honestly,0,2024-09-03T03:34:42Z
@chrish.4067,"I gave a talk once for a business meeting. I wish it had gone as well as this girl&#39;s answer. I was mortified. I&#39;m not stupid and neither is she, its not easy for many of us to speak to a group. I cringed when i saw this video. JD  takes after Trump perfectly. Belittle others to make yourself look better. People judge others and laugh at them so that they feel better about their selves.",1,2024-09-03T00:54:24Z
@Starr.__,Mare areng ousi o? So in south africa we dont have good education sentle sentle?,0,2024-09-02T22:40:46Z
@rlmoxo,"Of course, she was rattled...Trump owning Miss Teen and history of walking in on half naked teens at the pageant.    Look it up.",1,2024-09-02T18:11:28Z
@rlmoxo,"Who knew, years later she would be come Trumps speech writer!",3,2024-09-02T18:05:08Z
@rlmoxo,If I was on a sinking boat and there was a shark 10&#39; over there....    Trump 2024     God help us!,3,2024-09-02T18:03:53Z
@rlmoxo,Who knew...years later she would become Trumps speech writer!!!    Just saying!,1,2024-09-02T18:02:19Z
@fionarodrigues5860,Whos here after jd vance posted the video?,1,2024-09-02T14:28:58Z
@j-note3285,"She was nervous and thereafter deeply embarrassed because unlike 95% of the people making fun of her on the internet, she was not anonymous.",1,2024-09-02T14:15:55Z
@brandonwilliams778,"JD Vance just used this video, trying to say that this is how Kamala Harris sounds, when she speaks, (pretty rich considering who he&#39;s running with), and I felt bad for this girl, all over again......til I just found out that she is a Trump supporter, so now I feel nothing, and I&#39;m here to laugh at her some more, in 2024. HAAAAAAHAHAHAHAHAHA😂😂😂😂😂😂😂😂😂😂😂 WHAT in the HECK did she say?!?!?!?",2,2024-09-02T14:06:34Z
@themangomanjuice,Very unfortunate that she has been forever bullied ever since this and forever will be. Revisiting this video always takes me back to when I first saw this back in 2007 when I was 7.,0,2024-09-02T08:46:14Z
@hurricanedij3971,"Such as... Such as... Such as... My boyfriend dumped me yesterday and I&#39;m spewing out random words to cope with my grief!<br>Would still vote for this young lady over Trump, though. 😂",1,2024-09-02T06:05:30Z
@gmanning4881,kamala harris like,2,2024-09-02T05:23:22Z
@brianfisher7498,It is a beauty contest. Not a beauty and brain contest.,0,2024-09-02T00:19:16Z
@barbarosasmth2104,It&#39;s not her fault kamla Haris wrote this for her,3,2024-09-01T23:44:35Z
@kevinkev9996,They knew damn well what they were doing when they asked her that question 😂,0,2024-09-01T22:01:48Z
@coolet5,I`m Kamala Harris and I approve this message,5,2024-09-01T21:44:42Z
@shortstorywriter,J.D.  Now she’s voting for Kamala.,3,2024-09-01T19:15:59Z
@ChrisM-ve6qc,"Easy for me to say, but I think she should have challenged the premise.",0,2024-09-01T18:13:03Z
@johncook5767,"It is sad that it&#39;s still being talked about. Just another example of how hypocritical we are as a people. We want to say we detest bullying, yet we really delight in it.",3,2024-09-01T16:56:12Z
@spampeg,Hahaha and she&#39;s angry at JD,1,2024-09-01T15:58:23Z
@Steven-en6uu,Even Kamala Harris laughs at this kid&#39;s word salad. Then again she cackles at everything. Poor Mario. He had to say thank you very much after that attack on his ears.  😀,0,2024-09-01T15:47:13Z
@bobbyfisher181,Kamala Harris,3,2024-09-01T14:43:23Z
@davidlaliberte3759,She is a kid and nervous so what. Give her a hug and lift her up,1,2024-09-01T14:40:56Z
@piechulla1966,"&quot;She has posted and expressed support online for former president Donald Trump, conservative beliefs, claims of 2020 presidential election voting fraud, and Students for Trump material.&quot; (Wikipedia). It&#39;s quite ironic that she&#39;s being abused as a joke by her own political camp.",7,2024-09-01T14:08:32Z
@lanceschaina3084,"This is the answer you get from a large number of students nowadays when ChatGPT is down. <br>Actually, her real answer (“Some people out there in our nation don’t have maps”) should have been enough.",0,2024-09-01T13:50:41Z
@hieudhoang,JD Vance brought me here lol Trump 2024 😂,3,2024-09-01T13:28:17Z
@thewhiterussiancocktail813,Bahaha I totally forgot all about this until today 😂,0,2024-09-01T13:07:47Z
@Political.Commentary,its still an instruction video for the communist teachers union....,1,2024-09-01T12:15:25Z
@badbillybrookes,Your average American USA mind is fried on distractions. They&#39;ve lowered the standards and bar so low that they can&#39;t find their own assholes.,0,2024-09-01T11:55:16Z
@Me882ijbfj,Im gay,1,2024-09-01T11:50:02Z
@Nikola76,Kamala Harris type of answer,1,2024-09-01T10:31:12Z
@antonovverkhoyansk9170,"She is absolutely correct.<br><br>Americans are great people however many Americans don’t have maps in their homes and many don’t have books either.  The US don’t think that Geography is an important subject because their country is the “center of the universe”. They don’t think thats it’s important for their citizens to know about other cultures and languages, hence most school kids have never studied Geography as a subject in school.<br><br>Compare Americans to Asian countries where the kids study Geography for 10 years at school. In America, they don’t have Geography as a mandatory subject hence American kids are ignorant about that aspect.<br><br>Even US presidential candidates struggle when confronted with quizzes on different countries and cultures.",0,2024-09-01T09:42:28Z
@erigoasparago,"I will say one thing about this lady, she&#39;s quite the orator compared to Trump.",3,2024-09-01T09:41:09Z
@May-le6hp,Don&#39;t understand what she said.🤔,0,2024-09-01T09:34:53Z
@matthiasu2709,"To me she sounds a lot smarter more eloquent than trump, who can&#39;t manage to get one straight sentence out of his mouth.",4,2024-09-01T07:27:19Z
@Tango_41,Still more coherent than the ramblings of Trump.,16,2024-09-01T04:58:14Z
@egogtz,Who care?  ...She&#39;s pretty ..problem solve,0,2024-09-01T04:37:30Z
@Dan-y6l3k,She sounds more like Jon Fetterman than Kamala Harris if we’re being honest.,3,2024-09-01T04:02:45Z
@MyAlexWest,hahha hahahha ahahah ahhahah ahhaha!!!!<br><br>OH MY GOD!!!!!,0,2024-09-01T02:57:45Z
@bobbwc7011,Why does she sound like a Valley girl LOL,3,2024-09-01T02:15:39Z
@RandyBaumery-q1m,Faking it through an oral exam you really haven&#39;t studied for. 😅,1,2024-09-01T01:21:40Z
@straykitten4998,Are you going to apologize for bullying her by posting this?,1,2024-09-01T01:02:22Z
@ThomasJr,Wouldn&#39;t it have been much easier to say her favorite book is Le Petit Prince. Lol,0,2024-09-01T01:01:41Z
@ScottishLawnGuy,Who should have won this competition was Mario Lopez for managing to hold a straight face through that..,4,2024-09-01T00:04:20Z
@bradhunt9997,WHAT AN IDIOT.,3,2024-08-31T22:49:44Z
@cslloyd1,She went on to become Vice President and now identifies as Black after a stint as Indian.,3,2024-08-31T22:31:32Z
@theoriginalscottmalkinson6161,She managed to include every woke buzzword before woke was a thing. A true groundbreaking moment,1,2024-08-31T21:51:46Z
@DaDaDanceProject,"She makes more sense than Trump ramblings for sure. Please GOP, stop bullying her.",6,2024-08-31T21:24:06Z
@misskitty1666,"Al least she’s stupids and beautiful , Kamala is just stupid",1,2024-08-31T21:10:53Z
@celestialnubian,And of course she grew up to support the guy who fantasized about dating his daughter and was best friends with Epstein. That&#39;s who those people are.,6,2024-08-31T21:09:07Z
@randomnonymous,When you have looks you don&#39;t have to have brains.,1,2024-08-31T19:53:39Z
@jeremytine,And she is a Trump supporter... well Trump said he likes them uneducated 😂,7,2024-08-31T19:47:05Z
@Arishem34,Haha - my man Mario is a professional.,0,2024-08-31T17:41:05Z
@arianagutierrez8488,And now she is paying victim blaming others that she wanted to commit suicide when was only her fault!!! Instead of reading and learning she was grooming herself to look pretty 😅😅😅,0,2024-08-31T17:34:36Z
@Arishem34,"Holy sh*t. I just watched this for the first time, following the misogynist pig, JD Vance&#39;s use of her (and other women) to make a degrading point.<br>Yeah, this answer was TERRIBLE, but as a Trump supporter, what did she expect?",9,2024-08-31T17:22:22Z
@Peter-z9t,Caitlin Upton of South Carolina was third runner-up after that word salad.  I feel really sorry for the girl who finished fourth runner-up behind her.  And the 45 other contestants who did not even make the final five.  2007 was the last time Miss Teen USA was televised on broadcast TV.  I wonder why?,0,2024-08-31T16:56:25Z
@SaltyWitch,Yep.... just like Kamala Heels-Up Harris 😂😂,1,2024-08-31T16:31:47Z
@user-tl4fi6oy8d,Almost impossible to watch,0,2024-08-31T16:22:10Z
@jamespappas8885,"Of course she&#39;s a conspiracy theorist and Trump supporter today. Very fitting. Is anyone surprised? When trump says he loves the poorly educated, this is the exact kind of person he&#39;s talking about",3,2024-08-31T15:58:23Z
@franciscoguerra8984,Mario Lopez definitely hit that later,1,2024-08-31T15:57:25Z
@urbanexplorer3059,People are so cruel. They are insecure bullies.  She did nothing wrong. She was not prepared and the whole world was watching her and she got very nervous.  I feel very bad for all the crap she had to deal with as a result of this.,6,2024-08-31T15:50:26Z
@billwhelpley6825,Forgot about this until JD brought it up.,8,2024-08-31T14:24:47Z
@stefanodonnofreewebtv,"South Carolina, a sun-kissed state nestled along the southeastern coast of the United States, is a captivating blend of history, natural beauty, and Southern hospitality. Its pristine beaches, lush plantations, and vibrant cities offer a diverse range of experiences for visitors and residents alike.<br><br>From the historic streets of Charleston, where the echoes of the Civil War still linger, to the serene landscapes of the Blue Ridge Mountains, South Carolina boasts a rich tapestry of cultural and natural attractions. Its culinary delights, including Lowcountry cuisine and sweet tea, tantalize the taste buds, while its friendly people and warm climate make it a welcoming destination.<br><br>However, the state&#39;s history is not without its complexities. The legacy of slavery and its enduring impact on society continue to shape the state&#39;s identity. While South Carolina has made strides in addressing racial inequality, there is still much work to be done to achieve true justice and equality.<br><br>I&#39;m honets, South Carolina is a state of contrasts, offering both the allure of the Old South and the promise of a brighter future. Its unique blend of history, culture, and natural beauty makes it a fascinating and unforgettable place to visit.",0,2024-08-31T13:20:10Z
@kristinek2916,This explains why she loves Trump 👍.,7,2024-08-31T12:45:43Z
@777nitram777,"HI CAITLIN, SAY THANKS TO VANCE... U STILL HOOKED ON LSD (LOSER &amp;SUCKER-DON), WITH ALL HIS BS (BONE-SPURS) ????????",4,2024-08-31T12:22:42Z
@aykay7828,"Well.  Miss USA South Carolina doesn’t know about Americans couldn’t locate our USA in a globe.  She told a host that the organizers of the Miss USA threw a curveball at her 3 years ago.  Which makes sense.  However, this clip of Miss SC is hysterical because VP Kamala Harris fumbled with a slew of questions spooned to her by a MSM agitator in the Swamp.",0,2024-08-31T11:04:46Z
@monpanskee1090,Sad that she was bullied for saying something stupid. We have all been there.,3,2024-08-31T10:12:32Z
@Shadamehr100,"Oh dear, so its a &#39;I never thought leopards would eat MY face&#39; kind of thing, her being upset at Vance reposting this. The poor woman is part of the cult, an election denier and Q-Anon adherent. Weird, she has two children and wants them living in Trump promised carbon hell, just weird ...",5,2024-08-31T09:11:44Z
@gordono672,"She did poorly, but in the scheme of things it wasn&#39;t that big of a deal. It was a short speech and I would think she has had many other speeches where she did fine. Yes, it was a big moment, but she&#39;ll have many other important moments in her life where she may do just fine.",1,2024-08-31T08:58:54Z
@lesliestirling781,Sooooo Stuuupid,1,2024-08-31T06:09:52Z
@daviddigital6887,"Oh my God, it&#39;s Kamala Harris. Thanks JD !",3,2024-08-31T04:03:17Z
@voiceconnect-k5c,"Everyone is misreading this.  Watch her eyes, she blinks out in morse code the most poignant and insightful answer anyone could ever imagine.",2,2024-08-31T03:51:36Z
@clintonwoody420,because 1/5 of the population is blonde,1,2024-08-31T03:42:49Z
@SmurfPerfect,US Americans are my fave Americans.,2,2024-08-31T03:17:27Z
@JesusChristEmmanuel,"Our Father, Who art in heaven, <br>Hallowed be Thy Name. <br>Thy Kingdom come. <br>Thy Will be done, <br>on earth as it is in Heaven.<br><br>Give us this day our daily bread. <br>And forgive us our trespasses, <br>as we forgive those who trespass against us. <br>And lead us not into temptation, <br>but deliver us from evil. Amen.<br><br>Our Father, Who art in heaven, <br>Hallowed be Thy Name. <br>Thy Kingdom come. <br>Thy Will be done, <br>on earth as it is in Heaven.<br><br>Give us this day our daily bread. <br>And forgive us our trespasses, <br>as we forgive those who trespass against us. <br>And lead us not into temptation, <br>but deliver us from evil. Amen.<br><br>Our Father, Who art in heaven, <br>Hallowed be Thy Name. <br>Thy Kingdom come. <br>Thy Will be done, <br>on earth as it is in Heaven.<br><br>Give us this day our daily bread. <br>And forgive us our trespasses, <br>as we forgive those who trespass against us. <br>And lead us not into temptation, <br>but deliver us from evil. Amen.",0,2024-08-31T02:54:49Z
@dc1741,How Mario was able to keep a straight face I will never know.,13,2024-08-31T02:13:21Z
@maggiem2673,It&#39;s a bizarre question anyway,1,2024-08-31T01:48:13Z
@tja000,No wonder she likes trump<br>Potential future speech writer for him.?,6,2024-08-31T01:26:12Z
@conradrichard1492,"This is hilarious!! If she is a smart woman, then she should laugh at her answer. If she isn&#39;t smart, then I weep for America.",2,2024-08-31T01:24:39Z
@TheBenlueks,just ask them dumb questions. jeez.,1,2024-08-31T01:19:15Z
@davetoffen7944,Omg.....I&#39;m still laughing years later 😂😂😂😂,4,2024-08-31T01:08:33Z
@outermarker5801,"No, JDivans can&#39;t compare this to the Senator who reduced Jeff Sessions to a blathering mess. That&#39;s just weird. But keep coping umpa trrumpas 😂",6,2024-08-31T00:00:28Z
@JohnChangstein,Makes sense if you don&#39;t think about it,2,2024-08-31T00:00:04Z
@micro3224,…,0,2024-08-30T23:52:54Z
@summit7051,GOP presidential candidate 2028!!!,10,2024-08-30T23:52:36Z
@stimpy2k,Just found this original Kamala Harris footage. Amazing!,0,2024-08-30T23:51:30Z
@f-86zoomer37,lol who’s surprised she turned out to be a trump supporter with her level of intelligence?,13,2024-08-30T23:03:41Z
@hadavisjr,She inspired Kamala Harris.,1,2024-08-30T22:53:49Z
@yolistew289,Who is here in 2024 after JD Vance decided to post her video again? Sadly he didn&#39;t even apologize after learning she contemplated suicide after all of the bullying.  He said it was a joke😮,75,2024-08-30T22:52:46Z
@brandonlapere3644,Kamala?,2,2024-08-30T22:28:45Z
@Surfer-727,She&#39;s would make a better president than Kamala Harris !,2,2024-08-30T22:16:58Z
@martdelcat,Poor thing😢,3,2024-08-30T22:09:20Z
@jarek9877,I feel like I’m listening to a Kamala Harris speech,0,2024-08-30T22:00:02Z
@Risus_Sardonicus,😂😂😂 and it makes SOO much sense now that I know she’s a Trump Supporter. My god😂,15,2024-08-30T21:39:53Z
@Kevinttvv,She is a kid laugh at ourselves more and  don’t be so serious commenters 😂,0,2024-08-30T21:18:26Z
@DAViDATiOUS,She’s one of the people who can’t find the US on a map.,0,2024-10-13T21:09:14Z
@hillary-clinton-for-president,People from other countries cant locate USA on map? Mfs cant read thats why it should have the title on each country. I would probably say mfs never saw a map before. I can locate it bc i been staring at a map all my life. Thats the only reason.  GET A MAP!!!!! READ THE MAP!!!! BRO IT ISN&#39;T ROCKET SCIENCE!!!! I DONT KNOW WHAT TO TELL YOU. NO GEOGRAPHY CLASSES?,0,2024-10-13T15:19:56Z
@alexismelendez9673,"I’m not here to mock her answer, as I understand being in front of a live audience and cameras can be nerve-wracking. Instead, I’m here because I’m reading The Art of Thinking Clearly by Rolf Dobelli, specifically chapter 57 on “Twaddle Tendency.”",0,2024-10-13T14:27:12Z
@heyrakorzlar,She wasn&#39;t picked for being a great thinker,0,2024-10-13T13:09:26Z
@midnightrider7648,she is currently camala&#39;s speech writer.☹️,0,2024-10-13T02:15:07Z
@34For47,Kamala Harris hired her,1,2024-10-12T23:32:33Z
@Rey-or6kl,Shes just proved why....,0,2024-10-12T17:32:27Z
@paulgallagher6497,"Wow, the perfect woman",0,2024-10-12T14:02:05Z
@illpunchyouintheface9094,Jesus Christ she explained it so well,0,2024-10-12T04:16:14Z
@bryandelahoz6063,"Um, what?",0,2024-10-11T22:21:59Z
@barbarahomrighaus6852,So much more coherent than Kamala,1,2024-10-11T20:10:30Z
@CHRISTOPHEJANVIER-t2b,Dead ass brain,0,2024-10-11T09:48:57Z
@jclements007,A future Kamala!,1,2024-10-11T03:31:13Z
@grahamogorman7831,Miss Bimbo USA (top of class),0,2024-10-10T10:39:58Z
